cod_disc,nome_disc,ementa,ppc_comp,abet_so,justificativa_abet
EPR0072,SISTEMAS DE INFORMAÃ‡ÃƒO EM ENGENHARIA DE PRODUÃ‡ÃƒO,"Fundamentos de Sistemas de Informação.  Tecnologias de Sistemas de informação: Hardware e softwares de aplicações para fins gerais, fins específicos, gerenciamento de sistemas e de desenvolvimento de sistemas. Gerenciamento dos recursos de dados: fundamentos e tecnologias. Gerenciamento de processos de Negócio: conceitos, notação e metodologia.Tecnologias de empresas em rede. Aplicações gerenciais de Sistemas de Informação (CRM, SRM, ERP, CIM, SCM, PLM). Comércio Eletrônico. Sistemas de informação a tomada de decisão: DSS, MIS, EIS e Princípios de Inteligência Artificial e Empresarial.",PPC-EP-02,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina SISTEMAS DE INFORMAÇÃO EM ENGENHARIA DE PRODUÇÃO foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0072,SISTEMAS DE INFORMAÃ‡ÃƒO EM ENGENHARIA DE PRODUÃ‡ÃƒO,"Fundamentos de Sistemas de Informação.  Tecnologias de Sistemas de informação: Hardware e softwares de aplicações para fins gerais, fins específicos, gerenciamento de sistemas e de desenvolvimento de sistemas. Gerenciamento dos recursos de dados: fundamentos e tecnologias. Gerenciamento de processos de Negócio: conceitos, notação e metodologia.Tecnologias de empresas em rede. Aplicações gerenciais de Sistemas de Informação (CRM, SRM, ERP, CIM, SCM, PLM). Comércio Eletrônico. Sistemas de informação a tomada de decisão: DSS, MIS, EIS e Princípios de Inteligência Artificial e Empresarial.",PPC-EP-06,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina SISTEMAS DE INFORMAÇÃO EM ENGENHARIA DE PRODUÇÃO foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0073,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 2,"Desenvolvimento de projeto em grupo com aplicação dos conceitos de sistemas de informação para engenharia de produção e engenharia econômica, apresentados em disciplinas âncora de conteúdo técnico de PSP2.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 2 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0073,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 2,"Desenvolvimento de projeto em grupo com aplicação dos conceitos de sistemas de informação para engenharia de produção e engenharia econômica, apresentados em disciplinas âncora de conteúdo técnico de PSP2.",PPC-EP-03,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 2 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0073,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 2,"Desenvolvimento de projeto em grupo com aplicação dos conceitos de sistemas de informação para engenharia de produção e engenharia econômica, apresentados em disciplinas âncora de conteúdo técnico de PSP2.",PPC-EP-02,"SO5 - uma habilidade de atuar de forma eficaz em uma equipe cujos membros, em conjunto, fornecem liderança, criam um ambiente colaborativo, estabelecem metas, planejam tarefas e alcançam objetivos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 2 foi associada ao SO5 porque, conforme sua ementa, contribui para desenvolver a habilidade de atuar de forma efetiva em equipes, exercendo liderança, colaboração e organização para cumprir metas e planos."
EPR0073,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 2,"Desenvolvimento de projeto em grupo com aplicação dos conceitos de sistemas de informação para engenharia de produção e engenharia econômica, apresentados em disciplinas âncora de conteúdo técnico de PSP2.",PPC-EP-03,"SO5 - uma habilidade de atuar de forma eficaz em uma equipe cujos membros, em conjunto, fornecem liderança, criam um ambiente colaborativo, estabelecem metas, planejam tarefas e alcançam objetivos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 2 foi associada ao SO5 porque, conforme sua ementa, contribui para desenvolver a habilidade de atuar de forma efetiva em equipes, exercendo liderança, colaboração e organização para cumprir metas e planos."
ENM0126,INTRODUÃ‡ÃƒO Ã€ CIÃŠNCIA DOS MATERIAIS,"Desenvolver habilidade no que se refere à Seleção e Utilização de materiais na engenharia. Proporcionar aos alunos a aquisição de conhecimentos em ciência e tecnologia de materiais, capacitando a reconhecer, classificar, selecionar materiais aplicados a equipamentos e processos no campo da engenharia química, com base nos conhecimentos adquiridos sobre estruturas atômicas e propriedades dos mesmo",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina INTRODUÇÃO À CIÊNCIA DOS MATERIAIS foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
ENM0126,INTRODUÃ‡ÃƒO Ã€ CIÃŠNCIA DOS MATERIAIS,"Desenvolver habilidade no que se refere à Seleção e Utilização de materiais na engenharia. Proporcionar aos alunos a aquisição de conhecimentos em ciência e tecnologia de materiais, capacitando a reconhecer, classificar, selecionar materiais aplicados a equipamentos e processos no campo da engenharia química, com base nos conhecimentos adquiridos sobre estruturas atômicas e propriedades dos mesmo",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina INTRODUÇÃO À CIÊNCIA DOS MATERIAIS foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
ENM0126,INTRODUÃ‡ÃƒO Ã€ CIÃŠNCIA DOS MATERIAIS,"Desenvolver habilidade no que se refere à Seleção e Utilização de materiais na engenharia. Proporcionar aos alunos a aquisição de conhecimentos em ciência e tecnologia de materiais, capacitando a reconhecer, classificar, selecionar materiais aplicados a equipamentos e processos no campo da engenharia química, com base nos conhecimentos adquiridos sobre estruturas atômicas e propriedades dos mesmo",PPC-EP-02,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina INTRODUÇÃO À CIÊNCIA DOS MATERIAIS foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0066,PESQUISA OPERACIONAL EM ENGENHARIA 1,Conceituação de pesquisa operacional.,PPC-EP-01,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PESQUISA OPERACIONAL EM ENGENHARIA 1 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
POL0011,INTRODUÃ‡ÃƒO Ã€ CIÃŠNCIA POLÃTICA,O objetivo do curso é oferecer ao aluno uma visão panorâmica dos principais conceitos e diferentes temas da reflexão política contemporânea.,,,
ENM0171,PROCESSOS DE FABRICACAO,"O objetivo da disciplina é a discussão dos diferentes processos de fabricação utilizados normalmente na Indústria brasileira e a relação existente entre a forma de fabricar e ato de projetar. Deseja-se capacitar o aluno a utilizar a linguagem e os principios fundamentais da fabricação mecânica n arelação entre o ambiente de concepção de produtos e o de fabricação de produtos, de modo a otimizar o ""design"" de produtos industriais.",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROCESSOS DE FABRICACAO foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
ENM0171,PROCESSOS DE FABRICACAO,"O objetivo da disciplina é a discussão dos diferentes processos de fabricação utilizados normalmente na Indústria brasileira e a relação existente entre a forma de fabricar e ato de projetar. Deseja-se capacitar o aluno a utilizar a linguagem e os principios fundamentais da fabricação mecânica n arelação entre o ambiente de concepção de produtos e o de fabricação de produtos, de modo a otimizar o ""design"" de produtos industriais.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROCESSOS DE FABRICACAO foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
ENM0171,PROCESSOS DE FABRICACAO,"O objetivo da disciplina é a discussão dos diferentes processos de fabricação utilizados normalmente na Indústria brasileira e a relação existente entre a forma de fabricar e ato de projetar. Deseja-se capacitar o aluno a utilizar a linguagem e os principios fundamentais da fabricação mecânica n arelação entre o ambiente de concepção de produtos e o de fabricação de produtos, de modo a otimizar o ""design"" de produtos industriais.",PPC-EP-02,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina PROCESSOS DE FABRICACAO foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
ENM0171,PROCESSOS DE FABRICACAO,"O objetivo da disciplina é a discussão dos diferentes processos de fabricação utilizados normalmente na Indústria brasileira e a relação existente entre a forma de fabricar e ato de projetar. Deseja-se capacitar o aluno a utilizar a linguagem e os principios fundamentais da fabricação mecânica n arelação entre o ambiente de concepção de produtos e o de fabricação de produtos, de modo a otimizar o ""design"" de produtos industriais.",PPC-EP-02,"SO4 - uma habilidade de reconhecer responsabilidades éticas e profissionais em situações de engenharia e tomar decisões informadas, que considerem o impacto das soluções de engenharia nos contextos global, econômico, ambiental e social.","A disciplina PROCESSOS DE FABRICACAO foi associada ao SO4 porque, conforme sua ementa, contribui para desenvolver a habilidade de reconhecer responsabilidades éticas e profissionais e avaliar o impacto das soluções de engenharia em contextos globais, econômicos, ambientais e sociais."
EPR0001,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 4,Aplicar conhecimentos obtidos na disciplina de Planejamento e Controle da Produção.,PPC-EP-02,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 4 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0002,PLANEJAMENTO E CONTROLE DA PRODUÃ‡ÃƒO,Sistemas de Produção Planejamento Estratégico da Produção Previsão de demanda Controle de materiais e de estoques Planejamento da capacidade Planejamento Agregado da Produção Sales and Operations Planning - S&OP Plano Mestre de Produção (Master Program Schedule - MPS) Planejamento das necessidades de materiais (Material Requirements Planning - MRP I) Manufacturing Resource Planning - MRP II Sistemas de controle da produção,PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PLANEJAMENTO E CONTROLE DA PRODUÇÃO foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-01,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-06,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-01,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-02,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-06,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-01,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0004,SIMULAÃ‡ÃƒO DE SISTEMAS,"Nessa disciplina os conceitos de simulação e técnicas de solução de problemas aplicando são apresentados para a formação do Engenheiro de Produção. Conceitos estes tão em voga na disseminação do conhecimento, tanto na indústria de produção de bens, como  também na área de serviços. Esta disciplina aplica técnicas de simulação em problemas  reais mediante uma modelagem adequada e implementação de algoritmos. O objetivo da  disciplina é dar conhecimento de técnicas de Simulação, de modo a permitir formular  modelos, aplicar algoritmos e interpretar os resultados obtidos. Aulas teóricas, com  aplicação de exercícios e estudos de modelos. Os seguintes tópicos serão abordados: 1. Introdução: importância. 2. Aplicações de simulação e elementos de probabilidade. 3. Geração de números e observações randômicos: variáveis randômicas discretas e  contínuas. 4. Método de simulação em tempos discretos: metodologia e,sistemas de filas. 5. Estudos de casos de problemas de simulação: análise de risco; sistema de estoque;  tempos de espera em filas. Aplicação do Software Arena e do Matlab. Havendo tempo  veremos também a linguagem Julia. ",PPC-EP-02,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina SIMULAÇÃO DE SISTEMAS foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
